,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
10,2022-3-9,3,11,6.61,6.6,6.57,6.51,6.57,6.63,0.5,0.5,0.0,1.5,1.0,0.0,0.16,0.42,0.24,0.17,-0.04,0.16,1,2,3,4,5,6,晴,13.0,14,6.0,10.0,5.0
11,2022-3-9,3,12,6.78,6.71,6.77,6.78,6.75,6.7,0.0,0.0,0.5,0.0,-0.5,0.5,0.14,-0.01,-0.02,-0.04,-0.06,-0.03,1,2,3,4,5,6,晴,12.0,2,4.0,10.0,5.0
12,2022-3-9,4,1,6.72,6.7,6.83,6.86,6.75,6.92,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.37,-0.01,-0.01,0.12,0.02,0.21,1,2,3,4,5,6,曇り,11.0,1,1.0,10.0,3.0
13,2022-3-9,4,2,6.85,6.73,6.77,6.83,6.73,6.86,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.02,0.11,-0.08,-0.21,-0.19,-0.18,1,2,3,4,5,6,晴,10.0,13,2.0,10.0,3.0
14,2022-3-9,4,3,6.79,6.79,6.81,6.73,6.76,6.81,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.05,0.53,0.15,0.11,0.07,0.05,1,2,3,4,6,5,晴,10.0,13,3.0,10.0,3.0
15,2022-3-9,4,4,6.73,6.65,6.76,6.86,6.91,6.8,0.0,0.0,-0.5,-0.5,-0.5,-0.5,0.24,-0.01,-0.05,0.06,-0.04,0.02,1,2,3,4,5,6,晴,11.0,13,2.0,10.0,3.0
16,2022-3-9,4,5,6.72,6.7,6.75,6.7,6.93,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.07,-0.11,0.01,0.01,-0.1,-0.14,1,2,3,4,5,6,晴,11.0,1,1.0,10.0,3.0
17,2022-3-9,4,6,6.66,6.73,6.81,6.76,6.73,6.75,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.03,-0.05,0.01,0.02,0.04,0.01,1,2,3,4,5,6,晴,11.0,15,2.0,10.0,3.0
18,2022-3-9,4,7,6.75,6.73,6.8,6.74,6.83,6.82,-0.5,-0.5,0.0,0.0,-0.5,-0.5,-0.03,0.01,0.22,-0.06,0.01,0.07,1,2,3,4,5,6,晴,11.0,13,3.0,10.0,3.0
19,2022-3-9,4,8,6.8,6.86,6.84,6.75,6.81,6.85,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,-0.01,-0.09,0.02,-0.1,-0.07,1,2,3,4,5,6,晴,12.0,1,1.0,10.0,3.0
20,2022-3-9,4,9,6.73,6.81,6.84,6.82,6.69,6.79,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.02,0.23,-0.02,0.08,0.2,0.01,1,2,3,4,5,6,晴,12.0,3,1.0,10.0,3.0
21,2022-3-9,4,10,6.73,6.94,6.86,6.99,6.92,6.87,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,0.16,0.06,0.01,-0.03,0.01,1,2,3,6,4,5,晴,12.0,1,1.0,10.0,3.0
22,2022-3-9,4,11,6.8,6.79,6.78,6.83,6.77,6.9,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.18,0.07,0.08,0.2,0.15,0.24,1,2,3,4,5,6,晴,12.0,1,1.0,10.0,3.0
23,2022-3-9,4,12,6.7,6.77,6.71,6.77,6.8,6.79,0.0,-0.5,0.0,0.0,-0.5,-0.5,0.04,-0.04,-0.01,-0.04,0.14,0.07,1,2,3,4,5,6,曇り,11.0,5,1.0,10.0,3.0
24,2022-3-9,5,1,6.7,6.64,6.76,6.77,6.78,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.18,0.09,0.07,0.06,0.01,0.19,1,2,3,4,6,5,曇り,12.0,3,2.0,12.5,2.0
25,2022-3-9,5,2,6.7,6.66,6.76,6.66,6.77,6.67,0.0,-0.5,-0.5,-0.5,0.0,0.0,-0.06,-0.08,-0.02,0.06,0.01,0.04,1,2,3,4,5,6,晴,9.0,15,1.0,11.5,2.0
26,2022-3-9,5,3,6.65,6.72,6.76,6.79,6.69,6.77,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.05,-0.06,0.08,-0.03,-0.06,-0.01,1,2,3,4,5,6,晴,9.5,3,4.0,12.0,2.0
27,2022-3-9,5,4,6.75,6.72,6.78,6.7,6.7,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.13,0.04,0.04,-0.14,0.03,0.04,1,2,3,4,5,6,晴,9.5,15,1.0,12.0,2.0
28,2022-3-9,5,5,6.69,6.66,6.67,6.73,6.72,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,0.06,0.06,-0.03,-0.09,-0.09,1,2,3,4,5,6,晴,10.0,3,3.0,12.0,2.0
29,2022-3-9,5,6,6.7,6.71,6.65,6.71,6.72,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,-0.09,-0.02,0.13,0.02,0.08,1,2,3,4,5,6,晴,10.5,5,3.0,12.0,2.0
30,2022-3-9,5,7,6.75,6.81,6.66,6.67,6.82,6.72,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.07,0.04,0.28,0.09,0.01,0.07,1,2,4,5,3,6,曇り,11.0,3,1.0,12.5,2.0
31,2022-3-9,5,8,6.63,6.72,6.78,6.77,6.74,6.74,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,-0.11,0.07,0.16,0.12,0.02,0.02,1,2,3,4,5,6,曇り,11.0,3,1.0,12.5,2.0
32,2022-3-9,5,9,6.71,6.84,6.74,6.93,6.79,6.74,-0.5,-0.5,0.0,0.0,-0.5,-0.5,0.17,0.14,0.19,-0.06,-0.01,-0.02,1,2,3,4,5,6,晴,12.0,17,0.0,12.5,2.0
33,2022-3-9,5,10,6.66,6.83,6.79,6.63,6.56,6.7,-0.5,-0.5,-0.5,0.0,0.5,-0.5,-0.02,0.09,-0.05,-0.01,-0.09,0.07,1,2,4,5,6,3,曇り,12.0,3,1.0,12.5,2.0
34,2022-3-9,5,11,6.81,6.82,6.8,6.81,6.75,6.85,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,0.23,0.06,-0.01,-0.01,-0.01,1,2,3,4,5,6,曇り,12.0,3,1.0,12.5,2.0
35,2022-3-9,5,12,6.72,6.85,6.86,6.72,6.66,6.76,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.07,0.1,0.09,0.09,0.06,0.28,1,2,3,4,6,5,曇り,12.0,3,1.0,12.5,2.0
36,2022-3-9,6,1,6.61,6.65,6.7,6.69,6.66,6.72,-0.5,-0.5,0.0,-0.5,0.0,-0.5,0.15,0.16,0.18,0.33,0.21,0.37,1,2,3,4,5,6,曇り,12.0,3,3.0,10.0,2.0
37,2022-3-9,6,2,6.61,6.64,6.65,6.64,6.67,6.64,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.09,-0.03,0.11,0.05,-0.01,0.11,1,2,3,4,6,5,曇り,12.0,13,4.0,10.0,2.0
38,2022-3-9,6,3,6.69,6.73,6.73,6.74,6.73,6.78,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.2,-0.02,0.03,-0.04,-0.01,-0.05,1,2,4,5,6,3,曇り,12.0,1,3.0,10.0,2.0
39,2022-3-9,6,4,6.65,6.72,6.74,6.68,6.79,6.69,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.11,0.09,0.11,0.18,0.26,0.11,1,2,3,4,5,6,曇り,12.0,15,2.0,10.0,1.0
40,2022-3-9,6,5,6.67,6.65,6.71,6.65,6.71,6.71,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.16,0.04,0.03,0.08,-0.09,0.13,1,3,4,5,2,6,曇り,12.0,1,2.0,10.0,1.0
41,2022-3-9,6,6,6.64,6.71,6.72,6.66,6.68,6.68,-0.5,0.0,-0.5,-0.5,0.0,0.0,-0.03,-0.06,0.13,0.02,0.04,0.13,1,2,3,4,5,6,曇り,12.0,1,1.0,10.0,1.0
42,2022-3-9,6,7,6.73,6.78,6.76,6.75,6.7,6.68,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.08,0.01,0.02,0.08,0.12,0.19,1,2,3,4,5,6,曇り,12.0,1,3.0,10.0,1.0
43,2022-3-9,6,8,6.76,6.72,6.71,6.75,6.72,6.77,-0.5,0.0,-0.5,-0.5,0.0,-0.5,0.02,0.01,0.05,-0.09,-0.04,-0.04,1,2,3,4,5,6,曇り,12.0,1,3.0,10.0,1.0
44,2022-3-9,6,9,6.66,6.66,6.72,6.62,6.69,6.67,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.09,0.17,0.11,0.06,0.14,0.13,1,3,2,4,5,6,曇り,12.0,1,1.0,10.0,1.0
45,2022-3-9,6,10,6.73,6.75,6.79,6.78,6.8,6.85,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.11,0.01,0.02,0.17,0.08,0.12,1,2,3,4,5,6,曇り,12.0,3,2.0,10.0,1.0
46,2022-3-9,6,11,6.8,6.72,6.75,6.72,6.74,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.11,0.05,-0.09,0.04,0.02,0.12,1,2,3,4,5,6,曇り,12.0,3,4.0,10.0,2.0
47,2022-3-9,6,12,6.75,6.78,6.74,6.74,6.75,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.07,0.11,0.25,0.11,-0.02,-0.11,1,6,2,3,4,5,曇り,12.0,3,4.0,10.0,2.0
48,2022-3-9,7,1,6.73,6.69,6.67,6.71,6.76,6.76,-0.5,-0.5,0.0,0.0,-0.5,-0.5,0.09,0.01,0.11,0.12,0.21,0.19,1,2,3,4,5,6,晴,9.0,1,2.0,9.0,1.0
49,2022-3-9,7,2,6.6,6.67,6.63,6.74,6.71,6.68,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.1,0.29,0.29,0.01,0.02,0.06,1,3,4,5,6,2,曇り,12.0,1,1.0,9.0,0.0
50,2022-3-9,7,3,6.67,6.66,6.74,6.67,6.72,6.7,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.11,0.14,0.12,-0.02,-0.02,0.03,1,2,3,4,5,6,曇り,12.0,17,0.0,9.0,0.0
51,2022-3-9,7,4,6.68,6.74,6.65,6.63,6.7,6.57,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.08,0.27,0.13,0.02,0.01,0.14,1,2,3,4,5,6,曇り,12.0,1,1.0,9.0,0.0
52,2022-3-9,7,5,6.69,6.73,6.69,6.76,6.73,6.69,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.05,0.11,0.02,0.11,-0.02,0.13,1,2,3,4,5,6,曇り,12.0,1,1.0,9.0,0.0
53,2022-3-9,7,6,6.68,6.64,6.63,6.64,6.7,6.62,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.12,0.07,0.06,0.05,0.16,0.12,1,2,3,4,6,5,曇り,12.0,1,2.0,9.0,1.0
54,2022-3-9,7,7,6.65,6.72,6.67,6.65,6.67,6.71,-0.5,0.0,-0.5,0.0,0.0,-0.5,0.05,0.07,0.11,0.13,0.09,0.09,1,2,3,4,5,6,曇り,12.0,1,1.0,9.0,0.0
55,2022-3-9,7,8,6.81,6.84,6.84,6.8,6.77,6.77,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.15,-0.01,0.1,0.04,0.13,0.22,1,2,3,4,5,6,曇り,11.0,1,1.0,9.0,0.0
56,2022-3-9,7,9,6.75,6.8,6.77,6.85,6.73,6.71,0.0,-0.5,-0.5,-0.5,0.0,-0.5,0.15,0.09,0.1,0.13,0.02,0.03,1,2,3,4,5,6,曇り,11.0,1,1.0,9.0,0.0
57,2022-3-9,7,10,6.74,6.76,6.73,6.76,6.76,6.83,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.19,0.22,0.35,0.1,0.11,0.18,1,2,3,4,5,6,曇り,10.0,1,1.0,9.0,0.0
58,2022-3-9,7,11,6.73,6.77,6.73,6.82,6.75,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.07,0.14,0.04,0.07,0.04,-0.01,1,2,3,4,5,6,曇り,9.0,1,2.0,9.0,1.0
59,2022-3-9,7,12,6.83,6.76,6.71,6.78,6.74,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.05,0.03,0.14,0.15,0.03,0.01,1,2,3,4,5,6,晴,9.0,1,1.0,9.0,0.0
60,2022-3-9,9,1,6.86,6.75,6.74,6.83,6.94,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.14,0.04,-0.05,0.01,0.02,0.18,1,2,3,4,5,6,曇り,12.0,14,4.0,9.0,2.0
61,2022-3-9,9,2,6.69,6.76,6.74,6.78,6.74,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.07,-0.01,0.03,0.07,0.04,0.1,1,2,3,4,5,6,晴,10.0,4,1.0,8.0,1.0
62,2022-3-9,9,3,6.69,6.82,6.8,6.86,6.83,6.82,-0.5,0.0,0.0,0.0,0.0,0.0,0.01,-0.02,-0.01,0.03,0.15,-0.01,1,2,3,4,5,6,晴,10.0,4,3.0,9.0,2.0
63,2022-3-9,9,4,6.75,6.78,6.73,6.93,6.79,6.91,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.01,0.01,0.06,0.18,0.07,0.01,1,2,3,4,5,6,晴,10.0,4,2.0,9.0,1.0
64,2022-3-9,9,5,6.73,6.9,6.93,6.88,6.75,6.81,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.04,0.17,-0.01,-0.25,-0.26,-0.31,1,2,3,4,5,6,晴,11.0,4,1.0,9.0,1.0
65,2022-3-9,9,6,6.81,6.86,6.71,6.77,6.78,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.16,0.26,0.18,0.07,0.09,0.01,1,2,3,4,5,6,曇り,11.0,4,2.0,9.0,1.0
66,2022-3-9,9,7,6.76,6.69,6.68,6.69,6.64,6.79,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.1,0.16,0.15,0.03,0.21,0.08,1,2,3,4,6,5,曇り,11.0,4,3.0,9.0,2.0
67,2022-3-9,9,8,6.6,6.72,6.77,6.87,6.67,6.61,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.25,0.01,0.17,0.1,0.1,0.17,1,2,3,4,5,6,曇り,12.0,14,4.0,9.0,2.0
68,2022-3-9,9,9,6.73,6.75,6.81,6.68,6.74,6.76,-0.5,0.0,-0.5,-0.5,0.0,0.0,0.07,-0.07,0.15,-0.14,-0.16,0.12,1,2,3,4,5,6,曇り,13.0,12,3.0,9.0,2.0
69,2022-3-9,9,10,6.71,6.66,6.67,6.81,6.65,6.65,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.01,-0.03,-0.06,-0.11,-0.09,-0.02,1,2,3,4,5,6,曇り,12.0,14,4.0,9.0,2.0
70,2022-3-9,9,11,6.63,6.8,6.66,6.77,6.82,6.92,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.01,-0.01,0.01,0.04,0.03,0.13,1,2,3,4,5,6,曇り,12.0,14,3.0,9.0,2.0
71,2022-3-9,9,12,6.7,6.8,6.58,6.66,6.55,6.7,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,0.17,0.29,0.1,0.15,0.15,0.15,1,2,3,4,5,6,曇り,13.0,14,3.0,9.0,2.0
72,2022-3-9,12,1,6.82,6.81,6.85,6.85,6.88,6.89,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,0.08,0.12,0.18,0.07,0.06,1,2,3,4,5,6,晴,10.0,7,2.0,11.0,1.0
73,2022-3-9,12,2,6.88,6.94,6.91,6.83,6.87,6.88,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.06,0.16,0.18,0.02,0.06,0.02,1,2,3,4,5,6,晴,12.0,17,0.0,11.0,1.0
74,2022-3-9,12,3,6.83,6.79,6.88,6.87,6.81,6.81,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.1,0.01,-0.01,0.14,0.19,0.05,1,2,3,4,5,6,晴,13.0,17,0.0,11.0,1.0
75,2022-3-9,12,4,6.89,6.85,6.87,6.91,6.96,6.92,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.05,0.02,-0.02,-0.09,0.06,-0.13,1,2,3,4,5,6,晴,13.0,13,2.0,11.0,1.0
76,2022-3-9,12,5,6.85,6.79,6.81,6.9,6.84,6.86,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.05,-0.07,0.12,0.05,0.03,1,2,3,4,5,6,晴,13.0,5,2.0,11.0,1.0
77,2022-3-9,12,6,6.81,6.79,6.91,6.84,6.83,6.83,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.01,0.07,0.23,0.11,0.0,-0.04,1,2,3,4,5,6,晴,13.0,7,1.0,11.0,1.0
78,2022-3-9,12,7,6.92,6.85,6.86,6.91,6.92,6.91,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.02,-0.07,-0.09,0.07,-0.02,0.04,2,1,5,6,3,4,晴,13.0,5,1.0,11.0,1.0
79,2022-3-9,12,8,6.88,6.86,6.88,6.91,6.95,6.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.14,0.09,0.05,0.07,0.06,0.18,1,2,3,4,5,6,晴,12.0,7,1.0,11.0,1.0
80,2022-3-9,12,9,6.85,6.82,6.88,6.95,6.92,6.85,-0.5,0.0,-0.5,0.0,-0.5,-0.5,0.07,0.13,0.18,0.3,0.1,0.14,1,2,3,4,5,6,晴,12.0,17,0.0,11.0,1.0
81,2022-3-9,12,10,6.85,6.82,6.84,6.88,6.85,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.17,0.07,0.29,0.03,0.04,0.01,1,2,3,4,5,6,晴,11.0,17,0.0,11.0,1.0
82,2022-3-9,12,11,6.8,6.85,6.85,6.88,6.88,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,0.08,0.1,0.03,0.02,0.08,1,2,3,4,5,6,晴,11.0,5,2.0,11.0,1.0
83,2022-3-9,12,12,6.82,6.86,6.9,6.83,6.83,6.82,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.13,0.24,-0.1,-0.11,0.2,-0.01,1,2,5,3,4,6,晴,10.0,17,0.0,11.0,1.0
84,2022-3-9,13,1,6.82,6.74,6.77,6.81,6.8,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,0.25,0.14,0.05,0.08,0.19,1,2,3,4,5,6,晴,11.7,14,3.0,9.1,0.0
85,2022-3-9,13,2,6.76,6.76,6.84,6.76,6.79,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.18,0.19,0.27,0.02,0.03,0.02,1,2,3,4,5,6,曇り,9.4,14,2.0,8.5,0.0
86,2022-3-9,13,3,6.79,6.77,6.8,6.8,6.69,6.76,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.13,0.2,0.3,0.01,0.25,-0.01,1,2,3,4,5,6,曇り,9.2,12,2.0,8.6,0.0
87,2022-3-9,13,4,6.75,6.76,6.79,6.79,6.74,6.74,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,0.07,0.13,0.04,0.11,0.43,1,2,3,4,5,6,曇り,9.0,14,3.0,8.6,0.0
88,2022-3-9,13,5,6.83,6.77,6.78,6.82,6.74,6.79,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,0.03,0.01,-0.04,0.11,0.01,1,2,3,5,4,6,曇り,9.2,10,2.0,8.6,0.0
89,2022-3-9,13,6,6.69,6.75,6.75,6.76,6.73,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.13,0.21,0.09,0.05,-0.06,-0.08,1,2,3,4,5,6,曇り,9.4,12,2.0,8.6,0.0
90,2022-3-9,13,7,6.73,6.69,6.76,6.82,6.85,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.08,0.08,0.06,0.08,-0.01,0.06,1,2,3,4,5,6,曇り,9.2,17,0.0,8.7,0.0
91,2022-3-9,13,8,6.74,6.78,6.78,6.87,6.85,6.78,-0.5,-0.5,0.0,-0.5,0.0,-0.5,0.13,0.12,0.24,0.01,0.29,0.08,1,2,3,4,5,6,曇り,9.2,12,3.0,8.7,0.0
92,2022-3-9,13,9,6.73,6.8,6.74,6.81,6.75,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,0.09,0.24,0.09,0.15,0.1,1,2,3,4,5,6,曇り,10.3,12,3.0,8.8,0.0
93,2022-3-9,13,10,6.79,6.79,6.85,6.79,6.79,6.84,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.04,0.19,-0.14,-0.2,0.01,1,2,3,4,5,6,曇り,10.9,10,1.0,8.8,0.0
94,2022-3-9,13,11,6.82,6.78,6.83,6.85,6.8,6.81,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.19,0.13,0.17,0.14,0.06,0.21,1,2,3,4,5,6,晴,12.4,10,3.0,8.9,0.0
95,2022-3-9,13,12,6.83,6.86,6.78,6.79,6.76,6.82,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.01,0.04,0.01,-0.12,-0.03,1,2,3,4,5,6,晴,12.3,12,1.0,9.0,0.0
96,2022-3-9,14,1,6.59,6.72,6.66,6.71,6.83,6.69,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.11,0.12,0.09,0.07,0.18,0.14,1,2,3,4,5,6,晴,11.0,17,0.0,8.0,1.0
97,2022-3-9,14,2,6.67,6.69,6.81,6.79,6.79,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.14,0.04,0.22,0.05,0.01,0.11,1,2,3,4,5,6,晴,7.0,5,1.0,8.0,1.0
98,2022-3-9,14,3,6.72,6.79,6.7,6.78,6.82,6.8,-0.5,-0.5,0.5,0.0,-0.5,0.0,-0.07,-0.11,-0.07,-0.07,-0.03,0.05,1,2,3,4,5,6,晴,8.0,5,2.0,8.0,2.0
99,2022-3-9,14,4,6.74,6.77,6.73,6.81,6.76,6.84,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.01,0.07,0.04,0.08,0.11,0.06,1,2,3,4,5,6,晴,8.0,5,1.0,8.0,1.0
100,2022-3-9,14,5,6.74,6.82,6.77,6.8,6.84,6.79,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.03,-0.07,0.02,0.15,0.02,0.01,1,2,3,4,5,6,晴,8.0,5,2.0,8.0,2.0
101,2022-3-9,14,6,6.74,6.7,6.72,6.75,6.78,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.25,0.16,0.15,0.09,0.08,0.08,1,2,3,4,5,6,晴,8.0,5,1.0,8.0,1.0
102,2022-3-9,14,7,6.8,6.88,6.66,6.73,6.79,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.12,-0.06,0.15,0.09,-0.02,-0.02,1,2,3,4,5,6,晴,9.0,5,1.0,8.0,1.0
103,2022-3-9,14,8,6.76,6.78,6.78,6.79,6.69,6.72,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.25,0.08,0.11,-0.01,-0.02,0.07,1,2,3,4,5,6,晴,9.0,5,1.0,8.0,1.0
104,2022-3-9,14,9,6.73,6.75,6.76,6.84,6.82,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.05,0.02,0.19,0.04,0.12,0.15,1,2,3,4,5,6,晴,9.0,5,1.0,8.0,1.0
105,2022-3-9,14,10,6.82,6.77,6.89,6.76,6.76,6.73,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.05,-0.09,0.01,-0.07,-0.06,-0.06,1,2,3,4,5,6,晴,10.0,5,1.0,8.0,1.0
106,2022-3-9,14,11,6.74,6.74,6.76,6.72,6.76,6.64,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.28,0.15,0.07,0.11,0.12,0.07,1,2,3,4,5,6,晴,11.0,17,0.0,8.0,1.0
107,2022-3-9,14,12,6.64,6.73,6.76,6.71,6.64,6.76,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.02,-0.11,0.02,0.09,-0.05,0.06,1,2,3,4,5,6,晴,11.0,17,0.0,8.0,1.0
108,2022-3-9,16,1,6.8,6.75,6.77,6.74,6.71,6.92,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,0.14,-0.01,0.05,0.16,0.09,1,2,3,4,5,6,晴,12.0,3,3.0,8.0,3.0
