,title_x,day_x,date,place_cd,place_x,race_no,race_type_x,distance_x,toban_1_x,toban_2_x,toban_3_x,toban_4_x,toban_5_x,toban_6_x,name_1_x,name_2_x,name_3_x,name_4_x,name_5_x,name_6_x,moter_no_1_x,moter_no_2_x,moter_no_3_x,moter_no_4_x,moter_no_5_x,moter_no_6_x,boat_no_1_x,boat_no_2_x,boat_no_3_x,boat_no_4_x,boat_no_5_x,boat_no_6_x,ET_1_x,ET_2_x,ET_3_x,ET_4_x,ET_5_x,ET_6_x,SC_1,SC_2,SC_3,SC_4,SC_5,SC_6,ST_1,ST_2,ST_3,ST_4,ST_5,ST_6,RT_1,RT_2,RT_3,RT_4,RT_5,RT_6,position_1,position_2,position_3,position_4,position_5,position_6,tkt_1t,tkt_1f1,tkt_1f2,tkt_2t,tkt_2f,tkt_w1,tkt_w2,tkt_w3,tkt_3t,tkt_3f,odds_1t,odds_1f1,odds_1f2,odds_2t,odds_2f,odds_w1,odds_w2,odds_w3,odds_3t,odds_3f,poprank_2t,poprank_2f,poprank_w1,poprank_w2,poprank_w3,poprank_3t,poprank_3f,win_method,wakunari,title_y,day_y,date_x,place_y,race_type_y,distance_y,deadline,toban_1_y,toban_2_y,toban_3_y,toban_4_y,toban_5_y,toban_6_y,name_1_y,name_2_y,name_3_y,name_4_y,name_5_y,name_6_y,area_1,area_2,area_3,area_4,area_5,area_6,class_1,class_2,class_3,class_4,class_5,class_6,age_1,age_2,age_3,age_4,age_5,age_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_no_1_y,moter_no_2_y,moter_no_3_y,moter_no_4_y,moter_no_5_y,moter_no_6_y,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_no_1_y,boat_no_2_y,boat_no_3_y,boat_no_4_y,boat_no_5_y,boat_no_6_y,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6,date_y,ET_1_y,ET_2_y,ET_3_y,ET_4_y,ET_5_y,ET_6_y,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,1,一般戦,1800,5053,5028,3714,4674,3892,5155,山口広樹,原田才一郎,梶原正,池田剛規,草場康幸,内山七海,40,21,1,45,31,20,46,39,22,18,59,37,6.85,6.77,6.83,6.85,6.82,6.83,1,2,3,4,5,6,0.13,0.13,0.07,0.13,0.15,0.16,,109.7,114.1,112.6,115.0,,5,1,3,2,4,6,2,2,4,2-4,2-4,2-4,2-3,3-4,2-4-3,2-3-4,2.7,1.0,2.2,8.6,5.6,2.0,2.0,3.5,30.0,9.4,3,2,1,2,8,12,5,まくり,1,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,15:27,5053,5028,3714,4674,3892,5155,山口広樹,原田才一,梶原正,池田剛規,草場康幸,内山七海,福岡,福岡,福岡,福岡,佐賀,福岡,B1,B1,B1,B1,B1,B2,25,24,46,34,45,24,53,51,55,52,52,48,3.83,5.53,4.34,5.24,5.55,1.38,15.58,37.74,23.26,32.0,32.14,0.0,2.56,4.99,4.36,4.67,4.63,0.86,6.45,30.86,22.37,28.85,21.05,0.0,40,21,1,45,31,20,29.17,42.59,40.57,35.29,34.29,38.29,46,39,22,18,59,37,23.91,42.5,44.44,42.11,33.33,35.29,2021-8-13,6.85,6.77,6.83,6.85,6.82,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.17,0.14,0.26,0.04,-0.05,0.1,1,2,3,4,5,6,雨,23.0,17,0.0,25.0,1.0
1,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,2,一般戦,1800,4349,3551,3604,4874,5203,5117,犬童千秋,藤田美代,武藤綾子,池田奈津美,神里琴音,冨名腰桃奈,47,22,36,55,56,51,23,15,48,63,72,69,6.79,6.77,6.9,6.94,6.85,6.89,1,2,3,4,6,5,0.15,0.17,0.21,0.13,0.21,0.17,110.3,111.2,115.1,114.1,,,1,2,4,3,6,5,1,1,2,1-2,1-2,1-2,1-4,2-4,1-2-4,1-2-4,1.4,1.0,1.5,2.4,1.6,1.2,1.2,2.8,7.2,3.5,1,1,2,1,5,2,2,逃げ,0,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,15:53,4349,3551,3604,4874,5203,5117,犬童千秋,藤田美代,武藤綾子,池田奈津,神里琴音,冨名腰桃,福岡,福岡,福岡,福岡,福岡,福岡,B1,B1,B1,B1,B2,B1,35,49,50,27,17,21,48,45,48,51,45,43,4.85,4.76,4.62,4.81,1.35,2.64,30.36,24.32,20.0,22.86,0.0,4.44,5.13,3.9,4.91,4.45,1.25,1.54,27.38,14.29,15.15,21.54,0.0,4.17,47,22,36,55,56,51,34.04,37.2,33.91,28.49,31.15,30.48,23,15,48,63,72,69,47.22,34.15,36.11,39.02,40.0,47.37,2021-8-13,6.79,6.77,6.9,6.94,6.85,6.89,-0.5,-0.5,0.0,0.0,0.0,-0.5,0.23,-0.06,0.05,0.01,0.02,-0.05,1,2,3,4,6,5,雨,23.0,17,0.0,25.0,1.0
2,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,3,一般戦,1800,4213,3809,4234,4684,3726,4652,重富伸也,吉田光,野相弘司,楠原翔太,桂林寛,酒見峻介,35,19,17,53,61,29,12,43,45,75,66,52,6.86,6.83,6.87,6.88,6.92,6.8,1,2,3,4,5,6,0.14,0.14,0.13,0.16,0.13,0.16,112.6,110.9,113.5,,,114.7,2,1,3,5,6,4,2,2,1,2-1,1-2,1-2,2-3,1-3,2-1-3,1-2-3,5.8,2.9,1.7,15.1,2.9,1.8,3.7,2.1,49.6,5.8,4,1,2,6,3,14,1,差し,1,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,16:21,4213,3809,4234,4684,3726,4652,重富伸也,吉田光,野相弘司,楠原翔太,桂林寛,酒見峻介,長崎,佐賀,福岡,福岡,福岡,佐賀,B1,B1,B1,A2,B1,B1,37,46,37,30,50,36,54,48,58,53,53,51,4.24,5.26,4.46,5.49,4.71,5.38,20.79,39.62,24.32,32.46,28.57,28.97,5.0,3.65,4.43,4.19,5.85,3.84,30.43,21.74,27.5,23.81,43.14,8.0,35,19,17,53,61,29,36.52,31.76,36.65,32.77,30.68,40.34,12,43,45,75,66,52,50.0,26.32,27.5,52.78,45.0,41.18,2021-8-13,6.86,6.83,6.87,6.88,6.92,6.8,-0.5,0.5,0.0,-0.5,0.0,1.0,-0.01,0.08,0.04,0.07,-0.05,0.01,1,2,3,4,5,6,雨,22.0,6,2.0,25.0,2.0
3,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,4,一般戦,1800,5104,4336,4669,4314,3703,3352,山田丈,松田竜馬,井上茂,青木幸太郎,鳥飼眞,小川晃司,49,16,33,9,3,15,67,50,56,41,16,36,6.84,6.91,6.87,6.85,6.81,6.89,1,3,4,5,2,6,0.05,0.21,0.08,0.01,0.16,0.05,111.9,,,110.5,114.7,113.4,2,5,6,1,4,3,4,4,1,4-1,1-4,1-4,4-6,1-6,4-1-6,1-4-6,10.7,3.0,1.3,70.5,16.5,4.2,7.7,10.4,257.3,68.1,23,10,6,12,14,84,18,まくり,0,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,16:51,5104,4336,4669,4314,3703,3352,山田丈,松田竜馬,井上茂,青木幸太,鳥飼眞,小川晃司,福岡,福岡,福岡,福岡,福岡,福岡,B1,B1,B1,B1,A1,B1,22,37,36,37,47,53,52,54,52,51,51,50,3.69,4.56,5.07,5.27,6.01,4.39,12.05,25.93,31.33,40.31,43.75,20.34,2.82,5.75,4.18,5.28,6.96,4.83,9.09,41.77,17.54,36.62,55.22,21.13,49,16,33,9,3,15,36.61,39.05,44.83,28.49,35.29,39.24,67,50,56,41,16,36,33.33,20.0,50.0,48.57,33.33,27.27,2021-8-13,6.84,6.91,6.87,6.85,6.81,6.89,0.0,0.0,-0.5,-0.5,-0.5,0.0,0.36,0.01,0.11,0.13,0.08,0.19,1,3,4,5,2,6,雨,22.0,6,3.0,25.0,3.0
4,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,5,進入固定戦隊,1800,3662,4060,4957,4100,5053,5193,大庭元明,島田一生,竹之内極,松田隆司,山口広樹,米丸乃絵,41,32,12,59,40,46,31,74,58,62,46,61,6.87,6.86,6.88,6.96,6.94,6.91,1,2,3,4,5,6,0.09,0.11,0.09,0.22,0.24,0.28,109.6,111.4,114.6,113.8,,,1,2,4,3,5,6,1,1,2,1-2,1-2,1-2,1-4,2-4,1-2-4,1-2-4,1.2,1.0,1.1,2.2,2.0,1.0,1.5,1.8,4.1,2.2,1,1,1,2,5,1,1,逃げ,1,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,進入固定戦隊,1800,17:18,3662,4060,4957,4100,5053,5193,大庭元明,島田一生,竹之内極,松田隆司,山口広樹,米丸乃絵,福岡,福岡,福岡,福岡,福岡,福岡,A1,A2,B1,A2,B1,B2,51,42,26,42,25,20,55,54,56,54,53,46,6.17,5.72,4.32,5.58,3.83,1.16,48.84,38.97,21.15,35.4,15.58,0.0,6.13,5.89,3.8,6.03,2.56,1.25,45.33,41.38,18.18,41.43,6.45,0.0,41,32,12,59,40,46,34.97,38.42,31.18,35.8,29.17,27.98,31,74,58,62,46,61,55.56,31.25,36.11,42.11,23.91,35.14,2021-8-13,6.87,6.86,6.88,6.96,6.94,6.91,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.01,0.15,0.28,-0.03,-0.08,1,2,3,4,5,6,雨,22.0,6,4.0,25.0,4.0
5,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,6,一般戦,1800,3898,4674,3473,4252,4513,3604,平田忠則,池田剛規,石川真二,松下哲也,河野真也,武藤綾子,25,45,7,2,43,36,73,18,42,65,21,48,6.91,6.91,6.95,6.93,6.91,6.99,1,3,2,6,4,5,0.13,0.08,0.22,0.37,0.21,0.29,111.8,111.3,115.9,115.0,,,2,1,4,3,6,5,2,2,1,2-1,1-2,1-2,2-4,1-4,2-1-4,1-2-4,10.6,2.8,1.6,35.7,11.6,3.3,8.6,3.1,165.7,21.5,13,5,6,10,5,49,8,まくり,0,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,17:48,3898,4674,3473,4252,4513,3604,平田忠則,池田剛規,石川真二,松下哲也,河野真也,武藤綾子,福岡,福岡,福岡,福岡,福岡,福岡,A1,B1,A1,B1,A2,B1,44,34,51,38,32,50,54,52,51,52,52,48,6.2,5.24,7.17,4.8,6.05,4.62,43.88,32.0,62.75,31.25,42.37,20.0,6.95,4.67,7.56,4.77,5.64,4.91,53.26,28.85,64.06,30.85,37.35,15.15,25,45,7,2,43,36,38.04,35.29,23.75,32.6,27.32,33.91,73,18,42,65,21,48,37.14,42.11,30.3,31.43,33.33,36.11,2021-8-13,6.91,6.91,6.95,6.93,6.91,6.99,0.0,-0.5,-0.5,0.0,-0.5,-0.5,0.05,0.09,0.15,-0.03,-0.03,0.08,2,3,1,4,5,6,雨,23.0,6,4.0,25.0,4.0
6,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,7,一般戦,1800,4736,3892,4213,4624,4349,4288,高倉和士,草場康幸,重富伸也,高田明,犬童千秋,永田啓二,5,31,35,57,47,18,51,59,12,28,23,49,6.99,6.99,6.98,6.97,6.93,6.96,1,2,5,3,6,4,0.14,0.17,0.24,0.17,0.19,0.18,109.8,,114.8,,113.1,112.2,1,5,4,6,3,2,1,1,6,1-6,1-6,1-6,1-5,5-6,1-6-5,1-5-6,1.1,1.0,3.4,6.9,6.4,2.2,5.5,8.7,35.4,16.9,3,4,3,8,9,14,8,逃げ,0,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,18:17,4736,3892,4213,4624,4349,4288,高倉和士,草場康幸,重富伸也,高田明,犬童千秋,永田啓二,福岡,佐賀,長崎,佐賀,福岡,福岡,A1,B1,B1,A2,B1,A1,30,45,37,36,35,36,53,52,54,49,48,54,7.25,5.55,4.24,7.15,4.85,6.45,57.26,32.14,20.79,55.56,30.36,49.57,7.03,4.63,5.0,6.31,5.13,5.97,55.21,21.05,30.43,46.15,27.38,39.66,5,31,35,57,47,18,26.74,34.29,36.52,40.78,34.04,28.42,51,59,12,28,23,49,27.78,33.33,50.0,35.9,47.22,37.84,2021-8-13,6.99,6.99,6.98,6.97,6.93,6.96,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.01,-0.03,0.03,0.03,0.18,0.12,1,2,3,4,5,6,雨,23.0,6,5.0,25.0,5.0
7,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,8,エイトビート,1800,4848,3726,4314,3809,4336,5028,仲谷颯仁,桂林寛,青木幸太郎,吉田光,松田竜馬,原田才一郎,6,61,9,19,16,21,26,66,41,43,50,39,6.9,6.97,6.9,6.91,6.91,6.86,1,2,3,4,5,6,0.21,0.25,0.17,0.21,0.29,0.29,,115.8,111.0,,112.6,113.8,5,4,1,6,2,3,3,3,5,3-5,3-5,3-5,3-6,5-6,3-5-6,3-5-6,6.4,2.1,12.2,67.1,36.0,5.6,4.4,12.2,175.7,79.3,11,9,9,6,15,36,16,まくり,1,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,エイトビート,1800,18:46,4848,3726,4314,3809,4336,5028,仲谷颯仁,桂林寛,青木幸太,吉田光,松田竜馬,原田才一,福岡,福岡,福岡,佐賀,福岡,福岡,A1,B1,B1,B1,B1,B1,26,50,37,46,37,24,52,53,51,48,54,51,6.58,4.71,5.27,5.26,4.56,5.53,38.18,28.57,40.31,39.62,25.93,37.74,7.18,5.85,5.28,3.65,5.75,4.99,55.3,43.14,36.62,21.74,41.77,30.86,6,61,9,19,16,21,25.15,30.68,28.49,31.76,39.05,42.59,26,66,41,43,50,39,38.89,45.0,48.57,26.32,20.0,42.5,2021-8-13,6.9,6.97,6.9,6.91,6.91,6.86,-0.5,0.0,-0.5,0.5,0.0,-0.5,0.0,0.24,-0.06,0.02,0.02,-0.01,1,2,3,4,5,6,雨,22.0,6,2.0,25.0,2.0
8,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,9,一般戦,1800,4100,4652,4684,4957,3352,4874,松田隆司,酒見峻介,楠原翔太,竹之内極,小川晃司,池田奈津美,59,29,53,12,15,55,62,52,75,58,36,63,6.93,6.79,6.89,6.87,6.89,6.95,1,2,3,4,6,5,0.17,0.11,0.08,0.12,0.09,0.19,110.7,110.3,112.4,,114.1,,2,1,3,5,4,6,2,2,1,2-1,1-2,1-2,2-3,1-3,2-1-3,1-2-3,2.8,1.4,1.0,11.5,4.3,1.7,2.4,1.2,31.4,3.2,4,2,2,4,1,9,1,まくり,0,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,一般戦,1800,19:17,4100,4652,4684,4957,3352,4874,松田隆司,酒見峻介,楠原翔太,竹之内極,小川晃司,池田奈津,福岡,佐賀,福岡,福岡,福岡,福岡,A2,B1,A2,B1,B1,B1,42,36,30,26,53,27,54,51,53,56,50,51,5.58,5.38,5.49,4.32,4.39,4.81,35.4,28.97,32.46,21.15,20.34,22.86,6.03,3.84,4.19,3.8,4.83,4.45,41.43,8.0,23.81,18.18,21.13,21.54,59,29,53,12,15,55,35.8,40.34,32.77,31.18,39.24,28.49,62,52,75,58,36,63,42.11,41.18,52.78,36.11,27.27,39.02,2021-8-13,6.93,6.79,6.89,6.87,6.89,6.95,-0.5,1.0,-0.5,-0.5,0.0,0.5,0.07,-0.06,-0.06,-0.11,0.18,0.04,1,2,3,4,6,5,雨,23.0,6,3.0,25.0,3.0
9,日刊スポーツ杯お盆特選競走,5,2021-08-13,20,若松,10,特別選抜B戦,1800,3703,4513,3662,3551,4234,4060,鳥飼眞,河野真也,大庭元明,藤田美代,野相弘司,島田一生,3,43,41,22,17,32,16,21,31,15,45,74,6.76,6.82,6.82,6.8,6.88,6.85,1,2,3,4,5,6,0.12,0.16,0.14,0.15,0.15,0.21,109.9,112.2,110.5,113.6,,,1,3,2,4,5,6,1,1,3,1-3,1-3,1-3,1-2,2-3,1-3-2,1-2-3,1.5,1.0,1.9,2.0,1.7,1.0,1.4,1.4,5.4,2.1,1,1,1,2,3,1,1,逃げ,1,日刊スポーツ杯お盆特選競走,5,2021-08-13,若松,特別選抜B戦,1800,19:49,3703,4513,3662,3551,4234,4060,鳥飼眞,河野真也,大庭元明,藤田美代,野相弘司,島田一生,福岡,福岡,福岡,福岡,福岡,福岡,A1,A2,A1,B1,B1,A2,47,32,51,49,37,42,51,52,55,45,58,54,6.01,6.05,6.17,4.76,4.46,5.72,43.75,42.37,48.84,24.32,24.32,38.97,6.96,5.64,6.13,3.9,4.43,5.89,55.22,37.35,45.33,14.29,27.5,41.38,3,43,41,22,17,32,35.29,27.32,34.97,37.2,36.65,38.42,16,21,31,15,45,74,33.33,33.33,55.56,34.15,27.5,31.25,2021-8-13,6.76,6.82,6.82,6.8,6.88,6.85,-0.5,0.0,-0.5,-0.5,0.0,-0.5,0.07,0.16,0.17,0.29,0.0,0.1,1,2,3,4,5,6,雨,23.0,6,2.0,25.0,2.0
